°üÃøÀÏ½Ã,°¡¹³(MSWSI),°¡¹³(SPI6),Æò±Õ Àú¼öÀ²,Æò±Õ ¿ë¼ö°ø±Þ·®,Æò±Õ °­¿ì·®,Æò±Õ±â¿Â,Æò±Õ À¯ÀÔ·®-“‡·ù·®
2019-11-23,1,0,71.51428571,0.337285714,3.389242857,2.485714286,0.137428572
2019-11-30,0.5,0,71.04285714,0.332571429,2.981657143,3.457142857,-0.030571428
2019-12-07,0,0,71.01428571,0.334714286,0.142857143,-2.042857143,-0.061142857
2019-12-14,0,0,70.58571429,0.340142857,0.066842857,0.128571429,-0.061142857
2019-12-21,0,0,70.4,0.328571429,0,1.071428571,-0.045714286
2019-12-28,0,0,70.08571429,0.329714286,0,-1.528571429,-0.112142857
2020-01-04,-0.5,0,69.42857143,0.339,0.142857143,-2.4,-0.094285714
2020-01-11,1,0,70.92857143,0.335142857,7.553085714,-0.114285714,0.517571429
2020-01-18,0.5,0,70.9,0.332285714,0,-3.785714286,-0.214428572
2020-01-25,0.5,0,70.34285714,0.333714286,0,-0.114285714,-0.091285714
2020-02-01,0,0,70.3,0.327428571,8.085185714,-0.585714286,0
2020-02-08,0,0,69.92857143,0.324428571,0,-4.957142857,-0.106
2020-02-15,0,0,70.48571429,0.333714286,0.990828571,2.542857143,0.535
2020-02-22,0.5,1,71.94285714,0.328571429,1.200528571,-1.214285714,-0.261142858
2020-02-29,0.5,1,70.94285714,0.321714286,5.762785714,1.414285714,-0.015285715
2020-03-07,0.5,1,71.5,0.308714286,0,1.4,0.107285714
2020-03-14,0.5,1.5,72.45714286,0.305857143,2.714285714,3.642857143,0.123142857
2020-03-21,0,1,71.51428571,0.302714286,2.057671429,5.057142857,-0.092285715
2020-03-28,0,1,72.11428571,0.301857143,0.446914286,6.4,0.185
2020-04-04,-0.5,0,71.48571429,0.299285714,0.076014286,5.828571429,-0.292142857
2020-04-11,-1,0,70.78571429,0.299142857,0,5.1,-0.091714286
2020-04-18,-1,0,71.01428571,0.293857143,2.414114286,6.385714286,0.122285714
2020-04-25,-0.5,0,71.84285714,0.295428571,2.923985714,5.957142857,0.030714286
2020-05-02,-1,0,70.85714286,0.303857143,0.285714286,13.44285714,-0.153
2020-05-09,0,0,70.48571429,0.306714286,4.170371429,13.84285714,-0.030571429
2020-05-16,-0.5,0,70.51428571,0.309,2.228042857,15.07142857,0
2020-05-23,0.5,0,72.47142857,0.301,6.847971429,12.61428571,0.337142858
2020-05-30,-0.5,0,71.05714286,0.305,0.571428571,15.64285714,-0.322
2020-06-06,-1,0,70.08571429,0.311,0,19.58571429,-0.196857143
2020-06-13,-1,0,69.1,0.321,1.3709,22.67142857,-0.211142857
2020-06-20,-1,0,68.04285714,0.315857143,0.076014286,19.7,-0.238285714
2020-06-27,-1,0,66.74285714,0.300428571,0.218871429,20.91428571,-0.286428571
2020-07-04,-1,0,64.48571429,0.315142857,11.5007,17.94285714,0.062571429
2020-07-11,-0.5,0,66.05714286,0.320857143,1.313228571,19.94285714,0.058857143
2020-07-18,-1,0,73.9,0.323571429,15.66578571,16.77142857,1.28028572
2020-07-25,0.5,0,72.91428571,0.322142857,25.27918571,19.75714286,1.47828571
2020-08-01,0.5,0,72.62857143,0.326571429,9.449557143,20.62857143,-1.11371429
2020-08-08,1,0,69.77142857,0.333428571,22.44691429,21.92857143,-2.747
2020-08-15,1,0,71.65714286,0.336,11.94232857,24.47142857,2.314000003
2020-08-22,-0.5,0,69.5,0.346714286,0.981657143,23.92857143,-0.411714286
2020-08-29,-0.5,0,71.25714286,0.328,3.571428571,23.6,0.273714286
2020-09-05,2,0,65.95714286,0.324571429,30.45484286,19.87142857,-2.88985714
2020-09-12,0,1,69.82857143,0.318285714,27.82962857,16.88571429,3.63857143
2020-09-19,-0.5,0,72.52857143,0.325285714,0.352557143,16.4,-0.385857143
2020-09-26,0,0,72.01428571,0.318857143,8.674957143,13.11428571,0.635857143
2020-10-03,0,0,72.27142857,0.337571429,0.504585714,13.82857143,-0.636
2020-10-10,-0.5,0,70.7,0.338285714,0,10.97142857,-0.198714285
2020-10-17,-0.5,0,70.18571429,0.341142857,0,9.685714286,-0.091142857
2020-10-24,-0.5,0,69.62857143,0.345571429,0,8.128571429,-0.166428572
2020-10-31,-0.5,0,68.98571429,0.344,0,8.2,-0.120428571
2020-11-07,-1,0,68.18571429,0.339857143,0,7.857142857,-0.19471429
2020-11-14,-1,0,67.35714286,0.340571429,0,5.557142857,-0.178571429
2020-11-21,0,0,66.62857143,0.339857143,3.218871429,9.328571429,-0.089
2020-11-28,-1,0,66.05714286,0.340285714,0.2097,2,-0.191571428
2020-12-05,-1,0,65.07142857,0.337285714,0,-1.342857143,-0.234
2020-12-12,-1.5,0,64.05714286,0.345571429,0,0.542857143,-0.218
2020-12-19,-1.5,0,63,0.375428571,0.285714286,-7.028571429,-0.201571428
2020-12-26,-1,1,61.97142857,0.375571429,0,-1.742857143,-0.109857143
2021-01-02,-1,1,60.4,0.362,0,-4.4,-0.293
2021-01-09,-1,1,58.94285714,0.377,0,-9.871428571,-0.300571429
2021-01-16,-1.5,1,57.27142857,0.420571429,0,-2.985714286,-0.353428572
2021-01-23,-1,0,55.65714286,0.391142857,0.133685714,-2.5,-0.306428571
2021-01-30,-0.5,0,54.32857143,0.380571429,0.142857143,-2.157142857,-0.298857143
2021-02-06,-1,0,52.94285714,0.384857143,0.562257143,-1.142857143,-0.285857143
2021-02-13,-1,0,51.52857143,0.384857143,0,1.071428571,-0.293285714
2021-02-20,-1,0,50.22857143,0.391571429,0,-1.842857143,-0.243857143
2021-02-27,-1,0,48.92857143,0.405571429,0.133685714,3.742857143,-0.253571429
2021-03-06,-0.5,0,48.68571429,0.338,8.097,1.314285714,0.079
2021-03-13,-0.5,-1,49.61428571,0.326142857,1.7418,3.942857143,0.466285714
2021-03-20,-1,-1,52.91428571,0.316428571,0.218871429,6.071428571,0.685142858
2021-03-27,-1,-1.5,54.61428571,0.338857143,2.228042857,7.771428571,0.163
2021-04-03,0,0,56.12857143,0.369857143,6.401057143,9.142857143,0.507857143
2021-04-10,0,0,72.7,0.356857143,4.152028571,6.285714286,3.111857143
2021-04-17,0,0,71.17142857,0.350142857,1.285714286,8.7,-0.122571429
2021-04-24,-0.5,0,70.65714286,0.361857143,0,12.5,-0.091714286
2021-05-01,0,0,70.31428571,0.352714286,5.085185714,9.385714286,-0.015142857
2021-05-08,-0.5,0,71.45714286,0.365142857,2.4194,12.87142857,0.106714286
2021-05-15,-1,0,70.51428571,0.343,0.553085714,13.68571429,-0.137285714
2021-05-22,0.5,0,73.48571429,0.343571429,11.75097143,13.85714286,0.305714286
2021-05-29,0.5,0,70.92857143,0.337571429,1.8545,14.17142857,-0.199142857
2021-06-05,0.5,0,70.61428571,0.336857143,2.960671429,16.64285714,-0.030714285
2021-06-12,0,0,70.4,0.346857143,1.401057143,19.71428571,-0.106428572
2021-06-19,-0.5,0,70.28571429,0.349857143,2.866314286,17.44285714,0.137
2021-06-26,-1,0,70.5,0.347,1.6291,16.87142857,-0.091571428
2021-07-03,-1,0,69.3,0.357142857,9.276542857,18.17142857,-1.248857143
2021-07-10,-0.5,0,71.51428571,0.360142857,12.23068571,21.12857143,2.113571429
2021-07-17,-1,0,70.95714286,0.358428571,0.2097,23.05714286,-1.381714286
2021-07-24,-1,0,70.42857143,0.369714286,1.6776,22.61428571,0.059285714
2021-07-31,-1,0,69.7,0.380142857,1.106171429,23.48571429,-0.251428571
2021-08-07,-1,0,68.74285714,0.380714286,3.8074,24.04285714,-0.117428572
2021-08-14,-1,0,72.47142857,0.368,8.897871429,20.05714286,1.644714286
2021-08-21,-1,0,70.24285714,0.357571429,10.29488571,18.38571429,-2.992428571
2021-08-28,-0.5,0,68.82857143,0.357571429,9.912171429,19.95714286,2.930142857
2021-09-04,0,0,73.1,0.347571429,16.2739,17.02857143,-0.32242857
2021-09-11,-0.5,0,67.48571429,0.346571429,3.617285714,17.94285714,-0.179285714
2021-09-18,-1,0,72.48571429,0.360142857,4.492771429,16.22857143,0.723857143
2021-09-25,-0.5,0,74.38571429,0.367714286,3.246385714,16.37142857,0.030571428
2021-10-02,-0.5,0,74.54285714,0.363857143,2.665785714,16.02857143,0.030571429
2021-10-09,-0.5,0,74.35714286,0.353571429,2.361728571,17.55714286,0.046142857
2021-10-16,0.5,0,76.12857143,0.350571429,7.750971429,13.48571429,0.573142857
2021-10-23,-0.5,0,75.58571429,0.351428571,0.866314286,5.085714286,-0.588428571
2021-10-30,-0.5,0,74.1,0.358857143,0,6.842857143,-0.168285714
2021-11-06,-1,0,73.54285714,0.356571429,0.076014286,7.457142857,-0.106285715
2021-11-13,-0.5,0,72.97142857,0.352571429,1.857142857,3.771428571,-0.121142858
2021-11-20,-0.5,0,72.4,0.353571429,0,6.128571429,-0.090428572
2021-11-27,-1,0,71.67142857,0.362428571,0,0.928571429,-0.180142857
2021-12-04,-0.5,0,70.97142857,0.346285714,2.361728571,-0.342857143,-0.146142857
2021-12-11,-1,0,70.2,0.375571429,0.285714286,1.371428571,-0.181
2021-12-18,-1,0,69.21428571,0.383857143,0.076014286,-1.771428571,-0.218142857
2021-12-25,-1,0,68.1,0.378857143,0,-1.714285714,-0.251857143
2022-01-01,-1,0,67.02857143,0.407142857,0,-7.471428571,-0.173
2022-01-08,-0.5,0,65.27142857,0.416857143,0,-4.085714286,-0.319428572
2022-01-15,-1,0,63.77142857,0.414714286,0,-5.728571429,-0.302142857
2022-01-22,-1,0,62.18571429,0.417714286,0,-6.185714286,-0.31
2022-01-29,-1,0,60.65714286,0.426714286,0.142857143,-2.585714286,-0.306
2022-02-05,-1,0,59.02857143,0.429285714,0.142857143,-6.914285714,-0.345
2022-02-12,-1,0,57.4,0.421857143,0,-3.928571429,-0.327
2022-02-19,-1,0,55.68571429,0.433714286,0,-5.585714286,-0.362714286
2022-02-26,-1,0,53.87142857,0.429285714,0.076014286,-5.228571429,-0.354
2022-03-05,-1,-1,52.21428571,0.436714286,0,1.942857143,-0.335
2022-03-12,-1,-1,50.75714286,0.461714286,0,3.957142857,-0.289285715
2022-03-19,-0.5,0,50.25714286,0.400428571,10.10617143,4.371428571,0.026142858
2022-03-26,-0.5,0,51.27142857,0.391714286,2.647442857,3.642857143,1.882142857
2022-04-02,-0.5,0,66.82857143,0.378285714,1.2097,4.257142857,2.045428572
2022-04-09,-1,0,70.28571429,0.378857143,0,9.814285714,0.333285714
2022-04-16,-1,-1,71.57142857,0.385142857,2.304057143,10.2,0.336
2022-04-23,-1,-1.5,72.71428571,0.398285714,0,13.08571429,0.051142857
2022-04-30,-1,-1,72.85714286,0.366857143,3.857142857,12.07142857,0.075571428
2022-05-07,-1,-1,73.48571429,0.371142857,0.276542857,12.5,0.075714285
2022-05-14,-1,-1.5,73.01428571,0.364,0.504585714,11.44285714,-0.166428571
2022-05-21,-1,-1.5,71.92857143,0.367285714,0,16.15714286,-0.264142857
2022-05-28,-1,-1.5,70.38571429,0.379285714,0.608114286,17.84285714,-0.296142857
2022-06-04,-1,-1.5,68.52857143,0.395285714,0,18.21428571,-0.373285714
2022-06-11,-1,-1.5,68.3,0.391571429,7.1127,13.55714286,0.175142857
2022-06-18,-0.5,-1.5,68.15714286,0.402,2.456085714,16.71428571,-0.111142858
2022-06-25,0,-1,67.38571429,0.422571429,3.610757143,22.85714286,-0.186
2022-07-02,0,-1.5,66.9,0.422714286,4.364371429,24.17142857,-0.008857142
2022-07-09,-1,-1.5,64.31428571,0.408285714,0.553085714,24.14285714,-0.236857143
2022-07-16,-0.5,-1,64.44285714,0.412285714,12.41022857,21.4,0.884857143
2022-07-23,-0.5,-1,69.4,0.410285714,6.714285714,21.11428571,1.16
2022-07-30,-1,-1,71.62857143,0.392285714,2.200528571,22.31428571,-0.388857143
2022-08-06,-1,-1,70.01428571,0.411571429,1.923985714,24.61428571,-0.222857143
2022-08-13,1,0,65.32857143,0.411,24.26737143,23.6,0.35057143
2022-08-20,0.5,0,63.72857143,0.396571429,3.732628571,22.41428571,-1.560285714
2022-08-27,-1,0,64.02857143,0.378142857,0.656614286,19.7,0.057571428
2022-09-03,-0.5,0,65.1,0.359857143,14.88465714,16.04285714,-2.292142859
2022-09-10,-0.5,0,56.07142857,0.369285714,15.83351429,17.24285714,1.326
2022-09-17,-1,0,61.58571429,0.374857143,0.2097,18.97142857,0.537285714
2022-09-24,-0.5,0,70.2,0.368285714,9.842685714,14.27142857,2.072
2022-10-01,-1,0,70.84285714,0.364714286,0,13.81428571,-0.214142857
2022-10-08,0.5,0,71.87142857,0.358857143,10.61728571,12.08571429,0.585
2022-10-15,0,0,71.65714286,0.368428571,0.218871429,9.285714286,-0.493428572
2022-10-22,-0.5,0,70.48571429,0.395285714,0,9.857142857,-0.167714286
2022-10-29,-0.5,0,69.72857143,0.383428571,1.513757143,6.571428571,-0.087857142
2022-11-05,-1,0,69.21428571,0.374857143,0,6.057142857,-0.135714286
2022-11-12,0,0,68.47142857,0.374285714,0.571428571,7.957142857,-0.165
2022-11-19,-0.5,0,67.87142857,0.366285714,1.304057143,5.485714286,-0.119428571
2022-11-26,-0.5,0,67.65714286,0.361571429,3.5806,6.142857143,0.090428571
2022-12-03,0,0,68.14285714,0.365571429,1.352557143,1.03E-16,0.023142857
2022-12-10,-0.5,0,67.81428571,0.376571429,0,-1.785714286,-0.125285714
2022-12-17,-0.5,0,67.05714286,0.377142857,0.076014286,-5.671428571,-0.197571428
2022-12-24,-0.5,0,65.88571429,0.405857143,0.142857143,-9.357142857,-0.294
2022-12-31,-0.5,0,64.38571429,0.425714286,0,-6.128571429,-0.008714286
2023-01-07,-0.5,0,62.85714286,0.431,0,-3.971428571,-0.211285714
2023-01-14,0,0,61.47142857,0.432571429,2.085185714,1.785714286,-0.261857143
2023-01-21,0.5,0,60.45714286,0.424,1.218871429,-5.957142857,-0.254428571
2023-01-28,0,0,58.91428571,0.432142857,0,-9.3,-0.364142857
2023-02-04,0,0,57.28571429,0.431285714,0,-4.114285714,-0.332285714
2023-02-11,-0.5,0,55.71428571,0.411714286,0.7903,-2.057142857,-0.328857143
2023-02-18,-0.5,0,54.27142857,0.413,0.723457143,-1.771428571,-0.317857143
2023-02-25,-0.5,0,52.8,0.412,0,-1.7,-0.275571429
2023-03-04,-1,0,51.52857143,0.386571429,0,1.528571429,-0.254142858
2023-03-11,-1,0,50.74285714,0.384,0,8.9,-0.106285714
2023-03-18,-0.5,0,50.47142857,0.372714286,0.504585714,4.142857143,-0.093
2023-03-25,-1,0,49.8,0.378857143,2.170371429,6.8,-0.105857143
2023-04-01,-1,0,48.44285714,0.351714286,0,7,-0.117285715
2023-04-08,-1,0,47.14285714,0.343285714,2.893828571,8.142857143,-0.090142857
2023-04-15,-1,0,46.77142857,0.346571429,0.847971429,10.68571429,-0.115142857
2023-04-22,-1,0,46.1,0.341857143,0.866314286,10.11428571,-0.152285714
2023-04-29,-1,0,45.1,0.353142857,0.714285714,8.885714286,-0.263428571
2023-05-06,0,0,44.45714286,0.354428571,10.1612,12.45714286,0.521142857
2023-05-13,0.5,0,54.62857143,0.341,0,12.02857143,1.928142857
2023-05-20,-1,0,55.28571429,0.340571429,0.808642857,16.81428571,-0.104142857
2023-05-27,-1,0,54.32857143,0.343571429,0,15.27142857,-0.235857143
2023-06-03,0,0,53.47142857,0.349142857,3.1612,17.08571429,-0.200714286
2023-06-10,0,0,51.74285714,0.359285714,1.893828571,18.81428571,-0.417714285
2023-06-17,0,0,50.45714286,0.351285714,3.336857143,18.44285714,-0.242285714
2023-06-24,-0.5,0,49.44285714,0.351142857,5.276542857,19.02857143,-0.185142857
2023-07-01,0.5,0,50.85714286,0.352285714,7.972485714,21.92857143,-1.798428571
2023-07-08,-0.5,0,44.92857143,0.363428571,2.866314286,22.04285714,-1.216285714
2023-07-15,1,0,46.07142857,0.355,15.67107143,22.45714286,-0.818
2023-07-22,0,0,41.91428571,0.376,1.428571429,22.55714286,-1.141714286
2023-07-29,-1,0,43.54285714,0.41,1.267371429,24.34285714,0.073285714
2023-08-05,-1,0,42.77142857,0.429285714,0.133685714,25.35714286,-0.266428572
2023-08-12,0,0,45.95714286,0.41,23.53862857,21.35714286,3.28757143
2023-08-19,-1,0,57.85714286,0.390428571,0,22.4,0.265142858
2023-08-26,0,0,61.55714286,0.370857143,14.47178571,22.75714286,2.506
2023-09-02,0,0,73.38571429,0.359,10.77584286,20.52857143,0.541285714
2023-09-09,-1,0,70.48571429,0.369142857,0.076014286,19.25714286,-0.617714285
2023-09-16,-0.5,0,70.82857143,0.364,10.24374286,19.24285714,0.886857142
2023-09-23,0.5,0,73.98571429,0.368428571,11.35644286,17.45714286,-0.51657143
2023-09-30,0.5,0,70.98571429,0.362571429,5.094357143,16.44285714,-0.037428571
2023-10-07,-0.5,0,70.15714286,0.350428571,0,11.15714286,-0.340428572
2023-10-14,-0.5,0,69.38571429,0.363857143,1.522928571,10.85714286,-0.126714286
2023-10-21,-0.5,0,68.6,0.374,0.361728571,9.685714286,-0.206857143
2023-10-28,0,0,67.71428571,0.365,1.7418,9.814285714,-0.149428571
2023-11-04,0,0,66.91428571,0.368571429,0.933157143,12.85714286,-0.194428571
2023-11-11,0.5,0,66.51428571,0.367285714,3.085185714,7.657142857,-0.057142857
2023-11-18,-0.5,0,65.7,0.374714286,0,0.4,-0.237285715
2023-11-25,-0.5,0,64.54285714,0.383285714,0,2.928571429,-0.266285714
2023-12-02,-0.5,0,63.25714286,0.381285714,0.352557143,-1.728571429,-0.291
2023-12-09,0,0,61.94285714,0.381571429,0.847971429,2.757142857,-0.257857143
2023-12-16,2,1,70.01428571,0.372142857,19.86242857,1.7,2.564428574
2023-12-23,1.5,1,65.41428571,0.397714286,0,-10.21428571,-2.223857143
2023-12-30,0.5,1,63.25714286,0.411428571,0.285714286,-3.371428571,0.061
2024-01-06,0,1,63.12857143,0.401714286,1.267371429,-0.7,0.038
2024-01-13,0,0,62.57142857,0.400428571,0,-3.842857143,-0.048428571
2024-01-20,0.5,0,61.82857143,0.392142857,5.513757143,-1.1,-0.154285714
2024-01-27,0,0,61,0.405857143,0.142857143,-8.471428571,-0.118571429
2024-02-03,-0.5,0,60.04285714,0.423428571,0.276542857,-3,-0.167285714
2024-02-10,1,0,59.15714286,0.419428571,4.954142857,-3.728571429,-0.164142857
2024-02-17,0.5,0,62.12857143,0.417,2.191357143,1.528571429,2.129285714
2024-02-24,2,1,72.94285714,0.414428571,11.0485,-0.385714286,0.565571428
2024-03-02,0.5,1,70.31428571,0.424428571,0.428571429,-3.414285714,-0.277
2024-03-09,0,1.5,69.92857143,0.403428571,0.866314286,-0.985714286,0
2024-03-16,-0.5,1,70.58571429,0.395857143,0.066842857,3.9,0.475142857
2024-03-23,1,0,72.1,0.384428571,2,3.342857143,0.033142858
2024-03-30,1.5,1,73.41428571,0.369285714,6.6291,4.714285714,0.403428571
2024-04-06,0.5,1,72.37142857,0.375857143,1.009171429,8.928571429,-0.552714285
2024-04-13,-0.5,1,70.97142857,0.375142857,0,11.58571429,-0.229428571
2024-04-20,0,1,69.98571429,0.386142857,2.598942857,13.61428571,-0.178142857
2024-04-27,-0.5,1,70.64285714,0.381428571,3.152028571,12.54285714,0.227
2024-05-04,-0.5,0,65.55714286,0.375285714,0,12.68571429,-1.277714286
2024-05-11,0,1,64.61428571,0.371714286,2.465257143,13.48571429,0.047571428
2024-05-18,0,1,64.97142857,0.359571429,5.237214286,14.44285714,0.303714285
2024-05-25,-0.5,1,66.22857143,0.375,0,16.45714286,0.016142857
2024-06-01,-0.5,1,65.61428571,0.362285714,1.237214286,15.71428571,-0.208571428
2024-06-08,-1,0,64.25714286,0.374285714,0.428571429,16.17142857,-0.348
2024-06-15,-1,0,62.48571429,0.378857143,3.783771429,22.22857143,-0.334285714
2024-06-22,-0.5,0,61.21428571,0.399285714,10.63827143,22.05714286,-0.147571429
2024-06-29,-0.5,0,62.98571429,0.381714286,5.589771429,20.72857143,0.386
2024-07-06,0,0,64.41428571,0.382285714,12.61075714,23.24285714,-2.038142857
2024-07-13,0.5,0,46.72857143,0.397142857,11.66314286,21.82857143,-1.304714286
2024-07-20,0,0,56.14285714,0.386571429,9.018342857,22.87142857,5.107714285
2024-07-27,0,0,71.2,0.396857143,4.988185714,26.01428571,-0.130714286
2024-08-03,-1,0,69.5,0.427285714,0,27.17142857,-0.338571428
2024-08-10,-1,0,69.07142857,0.423,4.069485714,24.74285714,0.031857143
2024-08-17,-1.5,0,68.01428571,0.424571429,0,24.14285714,-0.410714286
2024-08-24,-1,0,66.14285714,0.424428571,0.942328571,25.47142857,-0.395571428
2024-08-31,-1,0,68.88571429,0.416285714,20.22664286,21.77142857,1.843142857
2024-09-07,-1,0,70.78571429,0.406857143,2.2739,20.78571429,-0.795428572
2024-09-14,-0.5,0,70.07142857,0.410571429,4.255557143,23.32857143,0.113857143
2024-09-21,0.5,0,68.84285714,0.411142857,26.06808571,21.78571429,2.43
2024-09-28,1,0,65.9,0.407571429,10.37742857,16.34285714,-1.247
2024-10-05,-0.5,0,71.78571429,0.382142857,1.361728571,13.57142857,-1.125
2024-10-12,-0.5,0,70.05714286,0.382571429,0.504585714,12.72857143,-0.129714285
2024-10-19,2,0,71.6,0.379571429,18.37214286,13.52857143,2.934
2024-10-26,1.5,0,65.28571429,0.367428571,2.352557143,10.34285714,-5.054857141
2024-11-02,1,0,63.58571429,0.365285714,3.133685714,9.857142857,1.667571429
2024-11-09,0,0,68.74285714,0.360285714,0.076014286,7.714285714,0.544142857
2024-11-16,-0.5,0,69.48571429,0.364857143,0,10.22857143,-0.035142858
2024-11-23,-0.5,0,69,0.366428571,0,3.471428571,-0.128142857
2024-11-30,0.5,0,68.4,0.358571429,1.304057143,0.885714286,-0.131571429
2024-12-07,0,0,67.74285714,0.373571429,0,0.942857143,-0.177857143
2024-12-14,-0.5,0,66.75714286,0.388428571,0,-2.257142857,-0.230428571
2024-12-21,-0.5,0,65.55714286,0.352857143,0.076014286,-3.271428571,-0.258428572
2024-12-28,-0.5,0,64.15714286,0.352857143,0,-4.257142857,-0.143142857
